UTC,Light,°C out,°C in,hPa,RH Air,RH Soil,IAQ
01.01.1970 01:03:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:03:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:04:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:04:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:04:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:04:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:04:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:04:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:05:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:05:10,158,"21,4","22,2",980,38,0,0
01.01.1970 01:05:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:05:30,158,"21,6","22,1",980,38,0,0
01.01.1970 01:05:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:05:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:06:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:06:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:06:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:06:30,158,"21,6","22,1",980,38,0,0
01.01.1970 01:06:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:06:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:07:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:07:10,158,"21,4","22,1",980,38,0,0
01.01.1970 01:07:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:07:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:07:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:07:50,158,"21,4","22,1",980,38,0,0
01.01.1970 01:08:00,158,"21,4","22,1",980,38,0,0
01.01.1970 01:08:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:08:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:08:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:08:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:08:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:09:00,158,"21,6","22,1",980,38,0,0
